"Building capacity per subsector, per end use, per input energy, and per vintage"
vintage,Sub,EndUse,Tech_type_1,Tech_type_2,Energy_cat,Efficiency,Capacity_units,Capacities
2025,Commercial,Water Heating,___,___,District Heating,___,MW,3.9148815462999287
2025,Industry,Industrial Processes,Self produced,Retrofit,ETHOS,,MW,0.003905394198324008
2025,Industry,Industrial Processes,Self produced,___,Waste Heat,,MW,21.085592507100017
2025,Industry,Lighting,Self produced,Retrofit,ETHOS,,MW,3.233223667960003
2025,Industry,Space Cooling,Self produced,Retrofit,ETHOS,,MW,0.003177699120185472
2025,Industry,Space Heating,Self produced,Retrofit,ETHOS,,MW,6.788076237335364
2025,Industry,Water Heating,Self produced,Retrofit,ETHOS,,MW,17.762238158166788
2025,Public,Auxiliary Equipment,___,___,Biomass,Standard,kunits,0.002403203279354787
2025,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,8.967961848778009
2025,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,0.15898503419519466
2025,Public,Auxiliary Equipment,___,___,Propane,Standard,kunits,0.1276703967168974
2025,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,1.112130902864986
2025,Public,Lighting,Fluocompact,___,Electricity,High,Mlm,28.76618254520806
2025,Public,Lighting,Fluocompact,___,Electricity,Standard,Mlm,8.34994847110725
2025,Public,Lighting,Fluorescent,T5,Electricity,High,Mlm,104.1922256043533
2025,Public,Lighting,Fluorescent,T5,Electricity,Standard,Mlm,85.79938064059486
2025,Public,Lighting,Fluorescent,T8,Electricity,High,Mlm,2.2879637410027334
2025,Public,Lighting,Fluorescent,T8,Electricity,Standard,Mlm,3.8124461311733513
2025,Public,Lighting,Halogen,100W,Electricity,Standard,Mlm,8.866167953984085
2025,Public,Lighting,Incandescent,100W,Electricity,Standard,Mlm,5.132923244754638
2025,Public,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm,1.3321351125496597
2025,Public,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,12.608626656446907
2025,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,3.204327772678612
2025,Public,Space Cooling,Central,___,Electricity,Energy Star,MW,0.16701354200445026
2025,Public,Space Cooling,Central,___,Electricity,High,MW,0.15635923603584972
2025,Public,Space Cooling,Central,___,Electricity,Standard,MW,0.1605994904131363
2025,Public,Space Cooling,Central,___,Natural Gas,Energy Star,MW,0.22830707934945277
2025,Public,Space Cooling,Central,___,Natural Gas,High,MW,0.22122218711929295
2025,Public,Space Cooling,Central,___,Natural Gas,Standard,MW,0.23490469781568712
2025,Public,Space Cooling,Wall,___,Electricity,Energy Star,MW,0.599947231657665
2025,Public,Space Cooling,Wall,___,Electricity,High,MW,1.0099965872996859
2025,Public,Space Cooling,Wall,___,Electricity,Standard,MW,7.692038281637998
2025,Public,Space Cooling,Window,___,Electricity,Energy Star,MW,0.40281096749173284
2025,Public,Space Cooling,Window,___,Electricity,High,MW,0.2060011392595663
2025,Public,Space Cooling,Window,___,Electricity,Standard,MW,6.840698760440599
2025,Public,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,MW,0.04059002223141528
2025,Public,Space Cooling,___,___,District Cooling,___,MW,5.988536816450755
2025,Public,Space Heating,Furnace,Large,Hydrogen,Standard,MW,0.053852889014001926
2025,Public,Space Heating,Furnace,Medium,Hydrogen,Standard,MW,0.05348597144463595
2025,Public,Space Heating,Furnace,Small,Hydrogen,Standard,MW,0.05253535772707993
2025,Public,Space Heating,Furnace,___,Electricity,Standard,MW,0.4389548396659636
2025,Public,Space Heating,Furnace,___,Heavy Fuel Oil,High,MW,0.2805528773120859
2025,Public,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.2849697315384017
2025,Public,Space Heating,Furnace,___,Kerosene,Standard,MW,0.28618492945701546
2025,Public,Space Heating,Furnace,___,Light Fuel Oil,High,MW,0.5469636258410282
2025,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.3752060709059816
2025,Public,Space Heating,Furnace,___,Natural Gas,Energy Star,MW,3.6102428951815697
2025,Public,Space Heating,Furnace,___,Natural Gas,High,MW,35.577088292560774
2025,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,0.9722231897719245
2025,Public,Space Heating,Furnace,___,Propane,Energy Star,MW,0.1632909008793587
2025,Public,Space Heating,Furnace,___,Propane,High,MW,0.1589725893211809
2025,Public,Space Heating,Furnace,___,Propane,Standard,MW,0.16511535678577383
2025,Public,Space Heating,Heat Pump,___,Electricity,Energy Star,MW,0.762141073216071
2025,Public,Space Heating,Heat Pump,___,Electricity,High,MW,4.416420960164473
2025,Public,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.2772938597130639
2025,Public,Space Heating,Heat Pump,___,Geothermal,Energy Star,MW,0.25787769524613446
2025,Public,Space Heating,Heat Pump,___,Geothermal,High,MW,0.19244266824900289
2025,Public,Space Heating,Heat Pump,___,Geothermal,Standard,MW,0.39060311905223766
2025,Public,Space Heating,Heat Pump,___,Natural Gas,Standard,MW,0.253091430405322
2025,Public,Space Heating,Plinthe,1000W,Electricity,Standard,MW,0.474193150845707
2025,Public,Space Heating,Plinthe,1500W,Electricity,Standard,MW,0.7144111795589639
2025,Public,Space Heating,Plinthe,500W,Electricity,Standard,MW,0.28632877983804433
2025,Public,Space Heating,Zero Thermal Measure,___,ETHOS,High,MW,0.6865960848901937
2025,Public,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,MW,0.7534328748207538
2025,Public,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,MW,11.42903405945151
2025,Public,Space Heating,___,___,District Heating,___,MW,27.3329687991341
2025,Public,Water Heating,Heat Pump,___,Electricity,Energy Star,MW,0.03625860684402611
2025,Public,Water Heating,Heat Pump,___,Electricity,High,MW,0.03101193021541023
2025,Public,Water Heating,Heat Pump,___,Electricity,Standard,MW,0.035089673126198095
2025,Public,Water Heating,Solar Thermal,Backup,Electricity,Standard,MW,0.02023178686174133
2025,Public,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,MW,2.0171072472244767
2025,Public,Water Heating,System,___,Biomass,Standard,MW,0.0010406782344913777
2025,Public,Water Heating,System,___,Wood Pellet,Standard,MW,0.0029449107005640397
2025,Public,Water Heating,System,___,Heavy Fuel Oil,Standard,MW,0.09563436779231163
2025,Public,Water Heating,System,___,Kerosene,Standard,MW,0.0959613732238004
2025,Public,Water Heating,System,___,Light Fuel Oil,Standard,MW,0.10659118543433894
2025,Public,Water Heating,System,___,Propane,Energy Star,MW,0.1459199686031055
2025,Public,Water Heating,With Tank,___,Electricity,High,MW,0.07692774788461056
2025,Public,Water Heating,With Tank,___,Electricity,Standard,MW,0.12121448141336272
2025,Public,Water Heating,With Tank,___,Natural Gas,Energy Star,MW,1.3883317847849876
2025,Public,Water Heating,With Tank,___,Natural Gas,High,MW,1.413661697081856
2025,Public,Water Heating,With Tank,___,Natural Gas,Standard,MW,0.1848247566113737
2025,Public,Water Heating,___,___,District Heating,___,MW,7.008499289178628
2025,Residential,Other Appliances,Other,___,Electricity,Standard,kunits,16434.939904008344
2025,Residential,Clothe Dryer,___,___,Electricity,Energy Star,kunits,0.12733882987989148
2025,Residential,Clothe Dryer,___,___,Electricity,High,kunits,0.07711120847078867
2025,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,73.5736700864329
2025,Residential,Clothe Washer,___,Combined,Electricity,Energy Star,kunits,4.6727498138335095
2025,Residential,Clothe Washer,___,Combined,Electricity,High,kunits,0.023662726788168338
2025,Residential,Clothe Washer,___,Combined,Electricity,Standard,kunits,1.3251247474134293
2025,Residential,Clothe Washer,___,Front,Electricity,Energy Star,kunits,0.02718748678696558
2025,Residential,Clothe Washer,___,Front,Electricity,High,kunits,0.022166243102166222
2025,Residential,Clothe Washer,___,Front,Electricity,Standard,kunits,0.02669168874555468
2025,Residential,Clothe Washer,___,Top,Electricity,Energy Star,kunits,0.029092123253738583
2025,Residential,Clothe Washer,___,Top,Electricity,High,kunits,0.024515707922500955
2025,Residential,Clothe Washer,___,Top,Electricity,Standard,kunits,0.03857076087194214
2025,Residential,Dish Washer,___,___,Electricity,Energy Star,kunits,0.20280340815342113
2025,Residential,Dish Washer,___,___,Electricity,High,kunits,0.1556282015284119
2025,Residential,Dish Washer,___,___,Electricity,Standard,kunits,34.64281741373428
2025,Residential,Freezer,___,Chest,Electricity,Energy Star,kunits,0.14948481800380253
2025,Residential,Freezer,___,Chest,Electricity,High,kunits,0.16438688230820736
2025,Residential,Freezer,___,Chest,Electricity,Standard,kunits,5.946013345858922
2025,Residential,Freezer,___,Standing,Electricity,Energy Star,kunits,0.06379410256478443
2025,Residential,Freezer,___,Standing,Electricity,High,kunits,0.06114246204570963
2025,Residential,Freezer,___,Standing,Electricity,Standard,kunits,0.0687474590862703
2025,Residential,Lighting,Fluocompact,___,Electricity,Energy Star,Mlm,1.5294478971281633
2025,Residential,Lighting,Fluocompact,___,Electricity,High,Mlm,2.262861457573055
2025,Residential,Lighting,Fluocompact,___,Electricity,Standard,Mlm,6.081060164962955
2025,Residential,Lighting,Fluorescent,T12,Electricity,Standard,Mlm,7.4864976689326195
2025,Residential,Lighting,Fluorescent,T5,Electricity,High,Mlm,21.3071221254882
2025,Residential,Lighting,Fluorescent,T5,Electricity,Standard,Mlm,344.84344312662404
2025,Residential,Lighting,Fluorescent,T8,Electricity,High,Mlm,2.3195088474081196
2025,Residential,Lighting,Fluorescent,T8,Electricity,Standard,Mlm,4.4950618115736685
2025,Residential,Lighting,Halogen,60W,Electricity,Standard,Mlm,4.433682400860947
2025,Residential,Lighting,Incandescent,60W,Electricity,Standard,Mlm,5.434708403867765
2025,Residential,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm,1.259745471123446
2025,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,3.1009366199808386
2025,Residential,Range,___,___,Electricity,High,kunits,0.02335010900931132
2025,Residential,Range,___,___,Electricity,Standard,kunits,61.90861037324153
2025,Residential,Range,___,___,Natural Gas,High,kunits,4.5959571565044275
2025,Residential,Range,___,___,Natural Gas,Standard,kunits,9.957393401192522
2025,Residential,Refrigerator,___,Freezer Down,Electricity,Energy Star,kunits,0.0655222883645255
2025,Residential,Refrigerator,___,Freezer Down,Electricity,High,kunits,0.06546940240543307
2025,Residential,Refrigerator,___,Freezer Down,Electricity,Standard,kunits,0.06974125045049656
2025,Residential,Refrigerator,___,Freezer Top,Electricity,Energy Star,kunits,0.18748065881959547
2025,Residential,Refrigerator,___,Freezer Top,Electricity,High,kunits,0.1564496699765214
2025,Residential,Refrigerator,___,Freezer Top,Electricity,Standard,kunits,13.083462715556099
2025,Residential,Refrigerator,___,___,Electricity,Standard,kunits,118.4374185891127
2025,Residential,Space Cooling,Central,___,Electricity,Energy Star,MW,0.10777938308795718
2025,Residential,Space Cooling,Central,___,Electricity,High,MW,0.09069298249323943
2025,Residential,Space Cooling,Central,___,Electricity,Standard,MW,0.11610097492741628
2025,Residential,Space Cooling,Wall,___,Electricity,Energy Star,MW,0.2411758321871237
2025,Residential,Space Cooling,Wall,___,Electricity,High,MW,0.1960069929389981
2025,Residential,Space Cooling,Wall,___,Electricity,Standard,MW,0.3138717393922769
2025,Residential,Space Cooling,Window,___,Electricity,Energy Star,MW,20.470648888789167
2025,Residential,Space Cooling,Window,___,Electricity,High,MW,0.20894235632880903
2025,Residential,Space Cooling,Window,___,Electricity,Standard,MW,53.762586056216094
2025,Residential,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,MW,11.086018132546329
2025,Residential,Space Cooling,___,___,District Cooling,___,MW,49.926082091817264
2025,Residential,Space Heating,Boiler,___,Hydrogen,Standard,MW,0.010395978392376522
2025,Residential,Space Heating,Fireplace,___,Propane,High,MW,0.07352479665003976
2025,Residential,Space Heating,Fireplace,___,Propane,Standard,MW,0.08055454695191419
2025,Residential,Space Heating,Furnace,___,Electricity,Standard,MW,0.3674135805444172
2025,Residential,Space Heating,Furnace,___,Kerosene,Standard,MW,0.20487882264490156
2025,Residential,Space Heating,Furnace,___,Light Fuel Oil,High,MW,0.08310932869042059
2025,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.17424770683323484
2025,Residential,Space Heating,Furnace,___,Natural Gas,Energy Star,MW,0.35740978812570845
2025,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,64.32443106797416
2025,Residential,Space Heating,Furnace,___,Natural Gas,Standard,MW,0.2541537584058806
2025,Residential,Space Heating,Furnace,___,Propane,Energy Star,MW,0.2755358970834606
2025,Residential,Space Heating,Furnace,___,Propane,High,MW,0.8636259262200331
2025,Residential,Space Heating,Furnace,___,Propane,Standard,MW,0.19993587693241355
2025,Residential,Space Heating,Heat Pump,___,Electricity,Energy Star,MW,0.5796647312152039
2025,Residential,Space Heating,Heat Pump,___,Electricity,High,MW,41.04842302829202
2025,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.22667504371068414
2025,Residential,Space Heating,Heat Pump,___,Geothermal,Energy Star,MW,0.4075113305567498
2025,Residential,Space Heating,Heat Pump,___,Geothermal,High,MW,0.2722208631928583
2025,Residential,Space Heating,Heat Pump,___,Geothermal,Standard,MW,44.6046412957675
2025,Residential,Space Heating,Heat Pump,___,Natural Gas,Standard,MW,0.19326045717117607
2025,Residential,Space Heating,Plinthe,1000W,Electricity,Standard,MW,0.9667134388001506
2025,Residential,Space Heating,Plinthe,1500W,Electricity,Standard,MW,5.062997136841185
2025,Residential,Space Heating,Plinthe,500W,Electricity,Standard,MW,0.5837110636688976
2025,Residential,Space Heating,Pellet stove,___,Wood Pellet,High,MW,0.27753987695064936
2025,Residential,Space Heating,Pellet stove,___,Wood Pellet,Standard,MW,0.22372304615604927
2025,Residential,Space Heating,Stove,___,Biomass,High,MW,0.07323293612852858
2025,Residential,Space Heating,Stove,___,Biomass,Standard,MW,0.06908829518840884
2025,Residential,Space Heating,Zero Programmable Thermostat,___,ETHOS,Standard,MW,10.593711386056315
2025,Residential,Space Heating,Zero Thermal Measure,___,ETHOS,High,MW,0.5929702767622325
2025,Residential,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,MW,43.23125111379783
2025,Residential,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,MW,52.968788690546205
2025,Residential,Space Heating,___,___,District Heating,___,MW,155.57793927780082
2025,Residential,Water Heating,Heat Pump,___,Electricity,Energy Star,MW,0.6201866839722929
2025,Residential,Water Heating,Heat Pump,___,Electricity,High,MW,0.051000462693388274
2025,Residential,Water Heating,Heat Pump,___,Electricity,Standard,MW,0.06208856901473864
2025,Residential,Water Heating,Solar Thermal,Backup,Electricity,Standard,MW,0.01360427567645784
2025,Residential,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,MW,58.67214385077638
2025,Residential,Water Heating,System,___,Biomass,Standard,MW,0.10393092772923598
2025,Residential,Water Heating,System,___,Wood Pellet,Standard,MW,0.09612347899177882
2025,Residential,Water Heating,System,___,Kerosene,Standard,MW,0.17323675257692114
2025,Residential,Water Heating,System,___,Light Fuel Oil,Standard,MW,0.16990752596706246
2025,Residential,Water Heating,System,___,Propane,Standard,MW,0.15503484671551504
2025,Residential,Water Heating,With Tank,___,Electricity,High,MW,0.10521821156893565
2025,Residential,Water Heating,With Tank,___,Electricity,Standard,MW,0.19431201748875807
2025,Residential,Water Heating,With Tank,___,Natural Gas,Energy Star,MW,0.13319672661324974
2025,Residential,Water Heating,With Tank,___,Natural Gas,High,MW,0.15060312125578026
2025,Residential,Water Heating,With Tank,___,Natural Gas,Standard,MW,0.13190418376697008
2025,Residential,Water Heating,___,___,District Heating,___,MW,1.7681526287707112
2030,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,448.98763369129335
2030,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,60.684411645074384
2030,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,1.340348634491313
2030,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,45.204279130782304
2030,Commercial,Lighting,Fluocompact,___,Electricity,High,Mlm,27.267338198544763
2030,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,17.699619662414257
2030,Commercial,Lighting,Fluorescent,T5,Electricity,High,Mlm,1365.6052713398121
2030,Commercial,Lighting,Fluorescent,T5,Electricity,Standard,Mlm,135.39167264138425
2030,Commercial,Lighting,Fluorescent,T8,Electricity,High,Mlm,12.65471693591008
2030,Commercial,Lighting,Fluorescent,T8,Electricity,Standard,Mlm,19.038048506644692
2030,Commercial,Lighting,Halogen,100W,Electricity,Standard,Mlm,24.341850335025182
2030,Commercial,Lighting,Incandescent,100W,Electricity,Standard,Mlm,14.090603343341751
2030,Commercial,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm,6.090603777170653
2030,Commercial,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,1586.2495498717847
2030,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,30.45441767568534
2030,Commercial,Space Cooling,Central,___,Electricity,Energy Star,MW,0.7757122219930876
2030,Commercial,Space Cooling,Central,___,Electricity,High,MW,0.7535405772848203
2030,Commercial,Space Cooling,Central,___,Electricity,Standard,MW,0.6904156120811018
2030,Commercial,Space Cooling,Central,___,Natural Gas,Energy Star,MW,0.8135719273146427
2030,Commercial,Space Cooling,Central,___,Natural Gas,High,MW,0.7792857307782527
2030,Commercial,Space Cooling,Central,___,Natural Gas,Standard,MW,0.8282131157591465
2030,Commercial,Space Cooling,Wall,___,Electricity,Energy Star,MW,3.1413425072158163
2030,Commercial,Space Cooling,Wall,___,Electricity,High,MW,3.0434128280716903
2030,Commercial,Space Cooling,Wall,___,Electricity,Standard,MW,20.527376901784564
2030,Commercial,Space Cooling,Window,___,Electricity,Energy Star,MW,2.382694840456019
2030,Commercial,Space Cooling,Window,___,Electricity,High,MW,0.9916434046497911
2030,Commercial,Space Cooling,Window,___,Electricity,Standard,MW,119.92473551222548
2030,Commercial,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,MW,50.43709005712161
2030,Commercial,Space Cooling,___,___,District Cooling,___,MW,20.97465875677454
2030,Commercial,Space Heating,Furnace,Large,Hydrogen,Standard,MW,0.15314019187054007
2030,Commercial,Space Heating,Furnace,Medium,Hydrogen,Standard,MW,0.1521133317779807
2030,Commercial,Space Heating,Furnace,Small,Hydrogen,Standard,MW,0.14945981703992336
2030,Commercial,Space Heating,Furnace,___,Electricity,Standard,MW,1.109545262061686
2030,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,High,MW,0.8100851383935902
2030,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.816484870952313
2030,Commercial,Space Heating,Furnace,___,Kerosene,Standard,MW,0.8344097019125627
2030,Commercial,Space Heating,Furnace,___,Light Fuel Oil,High,MW,0.9651313309693796
2030,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.9172496640370267
2030,Commercial,Space Heating,Furnace,___,Natural Gas,Energy Star,MW,3.829437640161942
2030,Commercial,Space Heating,Furnace,___,Natural Gas,High,MW,191.94783156708002
2030,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,3.0821078987129296
2030,Commercial,Space Heating,Furnace,___,Propane,Energy Star,MW,0.5893781533173461
2030,Commercial,Space Heating,Furnace,___,Propane,High,MW,0.6054074225238599
2030,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,0.5617094014210269
2030,Commercial,Space Heating,Heat Pump,___,Electricity,Energy Star,MW,5.296191728232706
2030,Commercial,Space Heating,Heat Pump,___,Electricity,High,MW,644.226182632298
2030,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.9799685583208536
2030,Commercial,Space Heating,Heat Pump,___,Geothermal,Energy Star,MW,0.9939689008740905
2030,Commercial,Space Heating,Heat Pump,___,Geothermal,High,MW,0.9644329215536608
2030,Commercial,Space Heating,Heat Pump,___,Geothermal,Standard,MW,1.578729944850605
2030,Commercial,Space Heating,Heat Pump,___,Natural Gas,Standard,MW,0.5317935622990775
2030,Commercial,Space Heating,Plinthe,1000W,Electricity,Standard,MW,1.1959003968785689
2030,Commercial,Space Heating,Plinthe,1500W,Electricity,Standard,MW,1.370483504960732
2030,Commercial,Space Heating,Plinthe,500W,Electricity,Standard,MW,0.8273360646325499
2030,Commercial,Space Heating,Zero Thermal Measure,___,ETHOS,High,MW,158.089723516423
2030,Commercial,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,MW,178.82480007090885
2030,Commercial,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,MW,198.66568774795925
2030,Commercial,Space Heating,___,___,District Heating,___,MW,34.62306061035752
2030,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,High,kunits,2377.441294408513
2030,Commercial,Water Heating,Heat Pump,___,Electricity,Energy Star,MW,6.102507295935684
2030,Commercial,Water Heating,Heat Pump,___,Electricity,High,MW,0.14166284810760946
2030,Commercial,Water Heating,Heat Pump,___,Electricity,Standard,MW,0.36020203179283716
2030,Commercial,Water Heating,Solar Thermal,Backup,Electricity,Standard,MW,0.05575541028095782
2030,Commercial,Water Heating,Solar Thermal,Backup,Natural Gas,Standard,MW,49.08374314344432
2030,Commercial,Water Heating,System,___,Heavy Fuel Oil,Standard,MW,0.2629832320553083
2030,Commercial,Water Heating,System,___,Kerosene,Standard,MW,0.267375593201543
2030,Commercial,Water Heating,System,___,Light Fuel Oil,Standard,MW,0.2877324750544378
2030,Commercial,Water Heating,System,___,Propane,Energy Star,MW,0.42250608672076717
2030,Commercial,Water Heating,With Tank,___,Electricity,High,MW,0.20793944364746003
2030,Commercial,Water Heating,With Tank,___,Electricity,Standard,MW,0.31703432249673374
2030,Commercial,Water Heating,With Tank,___,Natural Gas,Energy Star,MW,2.351010528393879
2030,Commercial,Water Heating,With Tank,___,Natural Gas,High,MW,43.65709145015777
2030,Commercial,Water Heating,With Tank,___,Natural Gas,Standard,MW,0.5778424258254875
2030,Commercial,Water Heating,___,___,District Heating,___,MW,5.40167980739519
2030,Industry,Industrial Processes,Self produced,Retrofit,ETHOS,,MW,0.015465673322161378
2030,Industry,Industrial Processes,Self produced,___,Waste Heat,,MW,141.60261589660598
2030,Industry,Lighting,Self produced,Retrofit,ETHOS,,MW,21.713069196788883
2030,Industry,Space Cooling,Self produced,Retrofit,ETHOS,,MW,0.012317735090863232
2030,Industry,Space Heating,Self produced,Retrofit,ETHOS,,MW,45.58793521550575
2030,Industry,Water Heating,Self produced,Retrofit,ETHOS,,MW,119.28628492137334
2030,Public,Auxiliary Equipment,___,___,Biomass,Standard,kunits,0.005590838354139657
2030,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,59.22839475933045
2030,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,0.7862759716917649
2030,Public,Auxiliary Equipment,___,___,Propane,Standard,kunits,0.49054124561323015
2030,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,10.80808893705424
2030,Public,Lighting,Fluocompact,___,Electricity,High,Mlm,8.564483990747657
2030,Public,Lighting,Fluocompact,___,Electricity,Standard,Mlm,6.5683530059601285
2030,Public,Lighting,Fluorescent,T5,Electricity,High,Mlm,124.46373460612988
2030,Public,Lighting,Fluorescent,T5,Electricity,Standard,Mlm,22.488225511980527
2030,Public,Lighting,Fluorescent,T8,Electricity,High,Mlm,4.548940354456242
2030,Public,Lighting,Fluorescent,T8,Electricity,Standard,Mlm,6.6471170128512265
2030,Public,Lighting,Halogen,100W,Electricity,Standard,Mlm,10.27336055127713
2030,Public,Lighting,Incandescent,100W,Electricity,Standard,Mlm,5.802116929151353
2030,Public,Lighting,Light Emitting Diode,___,Electricity,Energy Star,Mlm,2.4786445358413274
2030,Public,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,121.15481271303884
2030,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,7.481727204669359
2030,Public,Space Cooling,Central,___,Electricity,Energy Star,MW,0.535931981124415
2030,Public,Space Cooling,Central,___,Electricity,High,MW,0.5480732450896701
2030,Public,Space Cooling,Central,___,Electricity,Standard,MW,0.44191558225132543
2030,Public,Space Cooling,Central,___,Natural Gas,Energy Star,MW,0.3917319283782378
2030,Public,Space Cooling,Central,___,Natural Gas,High,MW,0.37430095772996613
2030,Public,Space Cooling,Central,___,Natural Gas,Standard,MW,0.4005303444215604
2030,Public,Space Cooling,Wall,___,Electricity,Energy Star,MW,5.2869319309601
2030,Public,Space Cooling,Wall,___,Electricity,High,MW,9.742333629177113
2030,Public,Space Cooling,Wall,___,Electricity,Standard,MW,85.02692081978712
2030,Public,Space Cooling,Window,___,Electricity,Energy Star,MW,1.7348575348215154
2030,Public,Space Cooling,Window,___,Electricity,High,MW,0.7955923756722487
2030,Public,Space Cooling,Window,___,Electricity,Standard,MW,64.46286074766776
2030,Public,Space Cooling,Zero Thermal Measure,___,ETHOS,Standard,MW,0.06699016055636417
2030,Public,Space Cooling,___,___,District Cooling,___,MW,7.176866116517308
2030,Public,Space Heating,Furnace,Large,Hydrogen,Standard,MW,0.06630657650113514
2030,Public,Space Heating,Furnace,Medium,Hydrogen,Standard,MW,0.06585442884664611
2030,Public,Space Heating,Furnace,Small,Hydrogen,Standard,MW,0.06468604901780957
2030,Public,Space Heating,Furnace,___,Electricity,Standard,MW,0.4991701191330765
2030,Public,Space Heating,Furnace,___,Heavy Fuel Oil,High,MW,0.35127987789845405
2030,Public,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.3566503165903772
2030,Public,Space Heating,Furnace,___,Kerosene,Standard,MW,0.3580365446063684
2030,Public,Space Heating,Furnace,___,Light Fuel Oil,High,MW,0.6029061325155965
2030,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.4912986088112067
2030,Public,Space Heating,Furnace,___,Natural Gas,Energy Star,MW,1.63700175846078
2030,Public,Space Heating,Furnace,___,Natural Gas,High,MW,86.79171511286287
2030,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,1.363422528610129
2030,Public,Space Heating,Furnace,___,Propane,Energy Star,MW,0.20559330523476566
2030,Public,Space Heating,Furnace,___,Propane,High,MW,0.19842794941888517
2030,Public,Space Heating,Furnace,___,Propane,Standard,MW,0.205059429921001
2030,Public,Space Heating,Heat Pump,___,Electricity,Energy Star,MW,0.8626958245410276
2030,Public,Space Heating,Heat Pump,___,Electricity,High,MW,82.26135090086186
2030,Public,Space Heating,Heat Pump,___,Electricity,Standard,MW,0.31614126516695773
2030,Public,Space Heating,Heat Pump,___,Geothermal,Energy Star,MW,0.3892013031904854
2030,Public,Space Heating,Heat Pump,___,Geothermal,High,MW,0.3405643306053541
2030,Public,Space Heating,Heat Pump,___,Geothermal,Standard,MW,0.45118081804594057
2030,Public,Space Heating,Heat Pump,___,Natural Gas,Standard,MW,0.2015993409897328
2030,Public,Space Heating,Plinthe,1000W,Electricity,Standard,MW,0.5537984612511111
2030,Public,Space Heating,Plinthe,1500W,Electricity,Standard,MW,0.6397477458495302
2030,Public,Space Heating,Plinthe,500W,Electricity,Standard,MW,0.3761891079270319
2030,Public,Space Heating,Zero Thermal Measure,___,ETHOS,High,MW,3.465262865633654
2030,Public,Space Heating,Zero Thermal Measure,___,ETHOS,Medium,MW,4.73071897015914
2030,Public,Space Heating,Zero Thermal Measure,___,ETHOS,Standard,MW,57.14580541698568
2030,Public,Space Heating,___,___,District Heating,___,MW,44.60631760436512
2030,Public,Water Heating,Heat Pump,___,Electricity,Energy Star,MW,0.04766736385326512
2030,Public,Water Heating,Heat Pump,___,Electricity,High,MW,0.04056264403608925
2030,Public,Water Heating,Heat Pump,___,Electricity,Standard,MW,0.044118459571043746
