regions,tech,growthrate_max,growthrate_max_notes
TO,COMBDGTAWOldSHFUR___HIGHFO_23,1.1,
TO,COMBDGTAWOldSHFUR___HIGLFO_23,1.1,
TO,COMBDGHLCOldLIFLUT5HIGELC_23,1.1,
TO,COMBDGRTTNewLILED___HIGELC_23,1.2,
TO,COMBDGEDSNewSCWA___ESRELC_23,1.2,
TO,COMBDGEDSNewSCWD___HIGELC_23,1.2,
TO,COMBDGOTSOldLIFLC___STDELC_23,1.1,
TO,COMBDGOTSOldLIFLUT8STDELC_23,1.1,
TO,COMBDGAEROldWHSYS___STDBMA_23,1.1,
TO,COMBDGOTSOldSHFUR___STDELC_23,1.1,
TO,COMBDGRTTNewSCWD___ESRELC_23,1.2,
TO,COMBDGEDSNewSCCE___ESRELC_23,1.2,
TO,COMBDGEDSNewWHHEP___ESRELC_23,1.2,
TO,COMBDGHLCNewSHFUR___STDPRO_23,1.2,
TO,COMBDGHLCNewSCWA___STDELC_23,1.2,
TO,COMBDGHLCNewSHFUR___ESRPRO_23,1.2,
TO,COMBDGAERNewSHFURLARSTDHH2_23,1.2,
TO,COMBDGTAWOldSCWA___STDELC_23,1.1,
TO,COMBDGOFFOldWHSTHBCKSTDNGA_23,1.1,
TO,COMBDGHLCNewSCCE___STDELC_23,1.2,
TO,COMBDGAERNewSHFURMEDSTDHH2_23,1.2,
TO,COMBDGAEROldAE______STDPRO_23,1.1,
TO,COMBDGEDSNewWHHEP___STDELC_23,1.2,
TO,COMBDGICIOldLIINC100WSTDELC_23,1.1,
TO,COMBDGHLCNewSHFUR___HIGPRO_23,1.2,
TO,COMBDGEDSNewSCWA___HIGELC_23,1.2,
TO,COMBDGAERNewSHFURSMASTDHH2_23,1.2,
TO,COMBDGHLCNewSCWA___ESRELC_23,1.2,
TO,COMBDGHLCNewSCWD___HIGELC_23,1.2,
TO,COMBDGTAWOldLIFLUT8HIGELC_23,1.1,
TO,COMBDGWSTOldWHSYS___STDKER_23,1.1,
TO,COMBDGWSTOldWHSYS___STDHFO_23,1.1,
TO,COMBDGWSTOldWHSYS___STDLFO_23,1.1,
TO,COMBDGTAWOldSCWA___ESRELC_23,1.1,
TO,COMBDGTAWOldSCCE___STDELC_23,1.1,
TO,COMBDGTAWNewLIINC100WSTDELC_23,1.2,
TO,COMBDGHLCNewSCCE___ESRELC_23,1.2,
TO,COMBDGTAWOldSCWD___HIGELC_23,1.1,
TO,COMBDGOFFNewAE______STDPRO_23,1.2,
TO,COMBDGEDSNewSHHEP___ESRELC_23,1.2,
TO,COMBDGRTTNewWHSTHBCKSTDELC_23,1.2,
TO,COMBDGEDSNewSCCE___HIGELC_23,1.2,
TO,COMBDGAEROldLILED___STDELC_23,1.1,
TO,COMBDGOFFNewWHSTHBCKSTDELC_23,1.2,
TO,COMBDGHLCNewSCWA___HIGELC_23,1.2,
TO,COMBDGRTTNewSHFUR___STDPRO_23,1.2,
TO,COMBDGRTTNewSHFUR___ESRPRO_23,1.2,
TO,COMBDGTAWOldSCCE___ESRELC_23,1.1,
TO,COMBDGAEROldSHPLT500WSTDELC_23,1.1,
TO,COMBDGTAWOldSCWA___HIGELC_23,1.1,
TO,COMBDGRTTNewSCWA___STDELC_23,1.2,
TO,COMBDGAERNewSHHEP___STDGEO_23,1.2,
TO,COMBDGRTTNewSCCE___STDELC_23,1.2,
TO,COMBDGRTTNewSHFUR___HIGPRO_23,1.2,
TO,COMBDGEDSNewSHHEP___STDELC_23,1.2,
TO,COMBDGRTTOldWHSYS___STDBWP_23,1.1,
TO,COMBDGEDSNewWHHEP___HIGELC_23,1.2,
TO,COMBDGOFFNewLIFLUT8STDELC_23,1.2,
TO,COMBDGEDSOldLIFLUT5HIGELC_23,1.1,
TO,COMBDGHLCNewSCCE___HIGELC_23,1.2,
TO,COMBDGAEROldLILED___HIGELC_23,1.1,
TO,COMBDGOTSOldAE______STDPRO_23,1.1,
TO,COMBDGAFSOldLILED___STDELC_23,1.1,
TO,COMBDGHLCNewLIFLUT8HIGELC_23,1.2,
TO,COMBDGRTTNewSCWA___ESRELC_23,1.2,
TO,COMBDGRTTNewSCWD___HIGELC_23,1.2,
TO,COMBDGRTTNewWHHEP___ESRELC_23,1.2,
TO,COMBDGHLCNewSHHEP___ESRELC_23,1.2,
TO,COMBDGAFSOldSHPLT500WSTDELC_23,1.1,
TO,COMBDGAEROldSHFUR___STDKER_23,1.1,
TO,COMBDGAEROldSHFUR___STDHFO_23,1.1,
TO,COMBDGAEROldSHFUR___STDLFO_23,1.1,
TO,COMBDGOTSOldWHSYS___STDBMA_23,1.1,
TO,COMBDGAERNewSHHEP___ESRGEO_23,1.2,
TO,COMBDGRTTNewSCCE___ESRELC_23,1.2,
TO,COMBDGOFFOldSHFUR___STDNGA_23,1.1,
TO,COMBDGRTTOldAE______STDELC_23,1.1,
TO,COMBDGAEROldSHFUR___HIGHFO_23,1.1,
TO,COMBDGAEROldSHFUR___HIGLFO_23,1.1,
TO,COMBDGAFSOldAE______STDPRO_23,1.1,
TO,COMBDGOFFNewSHPLT500WSTDELC_23,1.2,
TO,COMBDGOFFNewWHHEP___ESRELC_23,1.2,
TO,COMBDGRTTNewWHHEP___STDELC_23,1.2,
TO,COMBDGRTTOldWHSYS___ESRPRO_23,1.1,
TO,COMBDGAERNewSHHEP___HIGGEO_23,1.2,
TO,COMBDGRTTNewLIFLUT8HIGELC_23,1.2,
TO,COMBDGTAWOldSCCE___HIGELC_23,1.1,
TO,COMBDGWSTOldWHWTK___HIGELC_23,1.1,
TO,COMBDGHLCOldWHSYS___STDBWP_23,1.1,
TO,COMBDGOTSOldLILED___STDELC_23,1.1,
TO,COMBDGEDSOldWHSYS___STDBWP_23,1.1,
TO,COMBDGRTTNewSCWA___HIGELC_23,1.2,
TO,COMBDGEDSNewSHHEP___HIGELC_23,1.2,
TO,COMBDGRTTOldLIFLUT5HIGELC_23,1.1,
TO,COMBDGAFSOldLILED___HIGELC_23,1.1,
TO,COMBDGOFFNewWHHEP___STDELC_23,1.2,
TO,COMBDGOFFNewLIFLC___STDELC_23,1.2,
TO,COMBDGAFSOldSHFUR___STDKER_23,1.1,
TO,COMBDGAFSOldSHFUR___STDHFO_23,1.1,
TO,COMBDGAFSOldSHFUR___STDLFO_23,1.1,
TO,COMBDGHLCNewSHHEP___STDELC_23,1.2,
TO,COMBDGAFSOldSHFUR___HIGHFO_23,1.1,
TO,COMBDGAFSOldSHFUR___HIGLFO_23,1.1,
TO,COMBDGHLCOldWHSYS___ESRPRO_23,1.1,
TO,COMBDGRTTNewSHHEP___ESRELC_23,1.2,
TO,COMBDGAFSOldWHSYS___STDBMA_23,1.1,
TO,COMBDGOTSNewLIINC100WSTDELC_23,1.2,
TO,COMBDGOFFNewSHFUR___STDKER_23,1.2,
TO,COMBDGOFFNewSHFUR___STDHFO_23,1.2,
TO,COMBDGOFFNewSHFUR___STDLFO_23,1.2,
TO,COMBDGEDSOldWHSYS___ESRPRO_23,1.1,
TO,COMBDGOFFNewSHFUR___HIGHFO_23,1.2,
TO,COMBDGOFFNewSHFUR___HIGLFO_23,1.2,
TO,COMBDGRTTNewSCCE___HIGELC_23,1.2,
TO,COMBDGOTSOldSHPLT500WSTDELC_23,1.1,
TO,COMBDGOTSOldLILED___HIGELC_23,1.1,
TO,COMBDGEDSNewSHHEP___STDNGA_23,1.2,
TO,COMBDGRTTNewSHHEP___STDELC_23,1.2,
TO,COMBDGHLCNewSHHEP___HIGELC_23,1.2,
TO,COMBDGRTTNewWHHEP___HIGELC_23,1.2,
TO,COMBDGOFFOldWHSYS___STDBWP_23,1.1,
TO,COMBDGRTTOldWHWTK___STDELC_23,1.1,
TO,COMBDGOTSOldSHFUR___STDKER_23,1.1,
TO,COMBDGOTSOldSHFUR___STDHFO_23,1.1,
TO,COMBDGOTSOldSHFUR___STDLFO_23,1.1,
TO,COMBDGOFFNewWHHEP___HIGELC_23,1.2,
TO,COMBDGOTSOldSHFUR___HIGHFO_23,1.1,
TO,COMBDGOTSOldSHFUR___HIGLFO_23,1.1,
TO,COMBDGWSTOldSHPLT1500WSTDELC_23,1.1,
TO,COMBDGHLCNewWHSTHBCKSTDELC_23,1.2,
TO,COMBDGHLCOldWHWTK___STDELC_23,1.1,
TO,COMBDGHLCOldSHPLT1500WSTDELC_23,1.1,
TO,COMBDGWSTNewSHFURLARSTDHH2_23,1.2,
TO,COMBDGAEROldSCWD___STDELC_23,1.1,
TO,COMBDGWSTNewSHFURMEDSTDHH2_23,1.2,
TO,COMBDGEDSOldWHWTK___STDELC_23,1.1,
TO,COMBDGOFFOldWHSYS___ESRPRO_23,1.1,
TO,COMBDGEDSNewLILED___ESRELC_23,1.2,
TO,COMBDGRTTNewSHHEP___HIGELC_23,1.2,
TO,COMBDGWSTNewSHFURSMASTDHH2_23,1.2,
TO,COMBDGOFFNewSCWD___STDELC_23,1.2,
TO,COMBDGHLCNewSHHEP___STDNGA_23,1.2,
TO,COMBDGTAWOldSHFUR___STDPRO_23,1.1,
TO,COMBDGTAWOldSHFUR___ESRPRO_23,1.1,
TO,COMBDGEDSNewLIHAL100WSTDELC_23,1.2,
TO,COMBDGAEROldLIFLUT8HIGELC_23,1.1,
TO,COMBDGOFFNewLILED___STDELC_23,1.2,
TO,COMBDGTAWOldSHFUR___HIGPRO_23,1.1,
TO,COMBDGAFSOldSCWD___STDELC_23,1.1,
TO,COMBDGWSTOldLIFLUT8STDELC_23,1.1,
TO,COMBDGWSTOldLIFLC___STDELC_23,1.1,
TO,COMBDGWSTNewSHHEP___STDGEO_23,1.2,
TO,COMBDGHLCNewWHHEP___ESRELC_23,1.2,
TO,COMBDGTAWOldSHHEP___ESRELC_23,1.5,
TO,COMBDGRTTNewSHHEP___STDNGA_23,1.2,
TO,COMBDGWSTOldSHPLT1000WSTDELC_23,1.1,
TO,COMBDGHLCNewWHHEP___STDELC_23,1.2,
TO,COMBDGICIOldSHHEP___STDGEO_23,1.5,
TO,COMBDGAEROldSCWD___ESRELC_23,1.1,
TO,COMBDGAFSOldLIFLUT8HIGELC_23,1.1,
TO,COMBDGHLCOldSHPLT1000WSTDELC_23,1.1,
TO,COMBDGWSTOldWHSYS___STDBMA_23,1.1,
TO,COMBDGOFFNewSCWD___ESRELC_23,1.2,
TO,COMBDGWSTNewSHHEP___ESRGEO_23,1.2,
TO,COMBDGOFFOldWHWTK___STDELC_23,1.1,
TO,COMBDGOFFNewLILED___HIGELC_23,1.2,
TO,COMBDGICIOldSHFURLARSTDHH2_23,1.1,
TO,COMBDGHLCOldAE______STDELC_23,1.1,
TO,COMBDGICIOldSHFURMEDSTDHH2_23,1.1,
TO,COMBDGWSTOldSHFUR___STDELC_23,1.1,
TO,COMBDGOTSOldSCWD___STDELC_23,1.1,
TO,COMBDGWSTNewSHHEP___HIGGEO_23,1.2,
TO,COMBDGICIOldSHFURSMASTDHH2_23,1.1,
TO,COMBDGICIOldSHHEP___ESRGEO_23,1.5,
TO,COMBDGAFSOldSCWD___ESRELC_23,1.1,
TO,COMBDGHLCOldSHFUR___STDELC_23,1.1,
TO,COMBDGTAWOldSHHEP___STDELC_23,1.5,
TO,COMBDGTAWOldLILED___ESRELC_23,1.1,
TO,COMBDGWSTOldAE______STDPRO_23,1.1,
TO,COMBDGICIOldSHHEP___HIGGEO_23,1.5,
TO,COMBDGOTSOldLIFLUT8HIGELC_23,1.1,
TO,COMBDGRTTOldWHSYS___STDKER_23,1.1,
TO,COMBDGRTTOldWHSYS___STDHFO_23,1.1,
TO,COMBDGRTTOldWHSYS___STDLFO_23,1.1,
TO,COMBDGHLCNewWHHEP___HIGELC_23,1.2,
TO,COMBDGAEROldSCWA___STDELC_23,1.1,
TO,COMBDGAEROldWHSTHBCKSTDELC_23,1.1,
TO,COMBDGTAWOldSHHEP___HIGELC_23,1.5,
TO,COMBDGHLCNewLILED___ESRELC_23,1.2,
TO,COMBDGTAWOldLIHAL100WSTDELC_23,1.1,
TO,COMBDGHLCOldWHSYS___STDKER_23,1.1,
TO,COMBDGHLCOldWHSYS___STDHFO_23,1.1,
TO,COMBDGHLCOldWHSYS___STDLFO_23,1.1,
TO,COMBDGOFFNewSCWA___STDELC_23,1.2,
TO,COMBDGOTSOldSCWD___ESRELC_23,1.1,
TO,COMBDGAEROldSHFUR___STDPRO_23,1.1,
TO,COMBDGEDSOldWHSYS___STDKER_23,1.1,
TO,COMBDGEDSOldWHSYS___STDHFO_23,1.1,
TO,COMBDGEDSOldWHSYS___STDLFO_23,1.1,
TO,COMBDGOFFNewSCCE___STDELC_23,1.2,
TO,COMBDGAEROldSHFUR___ESRPRO_23,1.1,
TO,COMBDGAEROldSCWA___ESRELC_23,1.1,
TO,COMBDGAEROldSCCE___STDELC_23,1.1,
TO,COMBDGAEROldSCWD___HIGELC_23,1.1,
TO,COMBDGHLCNewLIHAL100WSTDELC_23,1.2,
TO,COMBDGAFSOldSCWA___STDELC_23,1.1,
TO,COMBDGAEROldSHFUR___HIGPRO_23,1.1,
TO,COMBDGOFFNewSCWA___ESRELC_23,1.2,
TO,COMBDGAEROldSHHEP___ESRELC_23,1.5,
TO,COMBDGOFFNewSCWD___HIGELC_23,1.2,
TO,COMBDGAEROldWHHEP___ESRELC_23,1.5,
TO,COMBDGWSTOldLILED___STDELC_23,1.1,
TO,COMBDGTAWOldSHHEP___STDNGA_23,1.5,
TO,COMBDGOFFNewSCCE___ESRELC_23,1.2,
TO,COMBDGRTTNewLILED___ESRELC_23,1.2,
TO,COMBDGAFSOldSHFUR___STDPRO_23,1.1,
TO,COMBDGAEROldSCCE___ESRELC_23,1.1,
TO,COMBDGAFSOldSHFUR___ESRPRO_23,1.1,
TO,COMBDGAEROldSCWA___HIGELC_23,1.1,
TO,COMBDGAFSOldSCWA___ESRELC_23,1.1,
TO,COMBDGAFSOldSCCE___STDELC_23,1.1,
TO,COMBDGAFSOldSCWD___HIGELC_23,1.1,
TO,COMBDGAEROldWHHEP___STDELC_23,1.5,
TO,COMBDGRTTOldWHWTK___HIGELC_23,1.1,
TO,COMBDGAFSOldSHFUR___HIGPRO_23,1.1,
TO,COMBDGOFFNewSCWA___HIGELC_23,1.2,
TO,COMBDGOFFNewSHFUR___STDPRO_23,1.2,
TO,COMBDGAFSOldSHHEP___ESRELC_23,1.5,
TO,COMBDGHLCOldLIFLUT8STDELC_23,1.1,
TO,COMBDGOFFNewSHFUR___ESRPRO_23,1.2,
TO,COMBDGRTTOldSHPLT1500WSTDELC_23,1.1,
TO,COMBDGHLCOldLIFLC___STDELC_23,1.1,
TO,COMBDGOTSOldSCWA___STDELC_23,1.1,
TO,COMBDGWSTOldLILED___HIGELC_23,1.1,
TO,COMBDGAFSOldSCCE___ESRELC_23,1.1,
TO,COMBDGOFFNewSHFUR___HIGPRO_23,1.2,
TO,COMBDGAFSOldSCWA___HIGELC_23,1.1,
TO,COMBDGOFFNewLIFLUT8HIGELC_23,1.2,
TO,COMBDGRTTNewLIHAL100WSTDELC_23,1.2,
TO,COMBDGAEROldSHHEP___STDELC_23,1.5,
TO,COMBDGHLCOldWHWTK___HIGELC_23,1.1,
TO,COMBDGOFFOldWHSYS___STDKER_23,1.1,
TO,COMBDGOFFOldWHSYS___STDHFO_23,1.1,
TO,COMBDGOFFOldWHSYS___STDLFO_23,1.1,
TO,COMBDGTAWNewSHFURLARSTDHH2_23,1.2,
TO,COMBDGTAWNewSHFURMEDSTDHH2_23,1.2,
TO,COMBDGEDSOldSHPLT1500WSTDELC_23,1.1,
TO,COMBDGOTSNewSHFURLARSTDHH2_23,1.2,
TO,COMBDGEDSOldWHWTK___HIGELC_23,1.1,
TO,COMBDGOFFNewSCCE___HIGELC_23,1.2,
TO,COMBDGOTSNewSHFURMEDSTDHH2_23,1.2,
TO,COMBDGTAWNewSHFURSMASTDHH2_23,1.2,
TO,COMBDGAEROldSCCE___HIGELC_23,1.1,
TO,COMBDGOTSOldSHFUR___STDPRO_23,1.1,
TO,COMBDGOTSOldSCWA___ESRELC_23,1.1,
TO,COMBDGOTSNewSHFURSMASTDHH2_23,1.2,
TO,COMBDGOTSOldWHSTHBCKSTDELC_23,1.1,
TO,COMBDGOTSOldSCCE___STDELC_23,1.1,
TO,COMBDGOTSOldSCWD___HIGELC_23,1.1,
TO,COMBDGOTSOldSHFUR___ESRPRO_23,1.1,
TO,COMBDGWSTOldSHPLT500WSTDELC_23,1.1,
TO,COMBDGAEROldSHHEP___HIGELC_23,1.5,
TO,COMBDGOTSNewSHHEP___STDGEO_23,1.2,
TO,COMBDGAFSOldSHHEP___STDELC_23,1.5,
TO,COMBDGOTSOldSHFUR___HIGPRO_23,1.1,
TO,COMBDGAEROldWHHEP___HIGELC_23,1.5,
TO,COMBDGHLCOldSHPLT500WSTDELC_23,1.1,
TO,COMBDGEDSOldLIFLUT8STDELC_23,1.1,
TO,COMBDGOTSOldSHHEP___ESRELC_23,1.5,
TO,COMBDGTAWNewSHHEP___STDGEO_23,1.2,
TO,COMBDGEDSOldLIFLC___STDELC_23,1.1,
TO,COMBDGOTSOldSCCE___ESRELC_23,1.1,
TO,COMBDGAFSOldSCCE___HIGELC_23,1.1,
TO,COMBDGOTSOldSCWA___HIGELC_23,1.1,
TO,COMBDGRTTOldSHPLT1000WSTDELC_23,1.1,
TO,COMBDGOFFNewSHHEP___ESRELC_23,1.2,
TO,COMBDGOTSNewSHHEP___ESRGEO_23,1.2,
TO,COMBDGAFSOldSHHEP___HIGELC_23,1.5,
TO,COMBDGOTSOldWHHEP___ESRELC_23,1.5,
TO,COMBDGAFSOldWHSTHBCKSTDELC_23,1.1,
TO,COMBDGWSTOldSHFUR___STDKER_23,1.1,
TO,COMBDGWSTOldSHFUR___STDHFO_23,1.1,
TO,COMBDGWSTOldSHFUR___STDLFO_23,1.1,
TO,COMBDGTAWNewSHHEP___ESRGEO_23,1.2,
TO,COMBDGWSTOldSHFUR___HIGHFO_23,1.1,
TO,COMBDGWSTOldSHFUR___HIGLFO_23,1.1,
TO,COMBDGHLCOldSHFUR___STDKER_23,1.1,
TO,COMBDGHLCOldSHFUR___STDHFO_23,1.1,
TO,COMBDGHLCOldSHFUR___STDLFO_23,1.1,
TO,COMBDGEDSNewLIINC100WSTDELC_23,1.2,
TO,COMBDGEDSOldSHPLT1000WSTDELC_23,1.1,
TO,COMBDGOTSNewSHHEP___HIGGEO_23,1.2,
TO,COMBDGAEROldSHHEP___STDNGA_23,1.5,
TO,COMBDGOFFOldWHWTK___HIGELC_23,1.1,
TO,COMBDGHLCOldSHFUR___HIGHFO_23,1.1,
TO,COMBDGHLCOldSHFUR___HIGLFO_23,1.1,
TO,COMBDGOTSOldWHHEP___STDELC_23,1.5,
TO,COMBDGRTTOldSHFUR___STDELC_23,1.1,
TO,COMBDGTAWNewSHHEP___HIGGEO_23,1.2,
TO,COMBDGOTSOldSHHEP___STDELC_23,1.5,
TO,COMBDGOFFNewSHHEP___STDELC_23,1.2,
TO,COMBDGOTSOldSCCE___HIGELC_23,1.1,
TO,COMBDGRTTOldAE______STDPRO_23,1.1,
TO,COMBDGEDSOldSHFUR___STDELC_23,1.1,
TO,COMBDGAFSOldWHHEP___ESRELC_23,1.5,
TO,COMBDGAFSOldSHHEP___STDNGA_23,1.5,
TO,COMBDGHLCOldLILED___STDELC_23,1.1,
TO,COMBDGOTSOldSHHEP___HIGELC_23,1.5,
TO,COMBDGAFSOldWHHEP___STDELC_23,1.5,
TO,COMBDGEDSOldAE______STDELC_23,1.1,
TO,COMBDGAEROldLILED___ESRELC_23,1.1,
TO,COMBDGRTTOldWHSYS___STDBMA_23,1.1,
TO,COMBDGOFFOldLIFLUT5HIGELC_23,1.1,
TO,COMBDGOFFNewSHHEP___HIGELC_23,1.2,
TO,COMBDGOTSOldWHHEP___HIGELC_23,1.5,
TO,COMBDGRTTOldLIFLC___STDELC_23,1.1,
TO,COMBDGRTTOldLIFLUT8STDELC_23,1.1,
TO,COMBDGHLCOldLILED___HIGELC_23,1.1,
TO,COMBDGHLCOldWHSYS___STDBMA_23,1.1,
TO,COMBDGEDSOldWHSYS___STDBMA_23,1.1,
TO,COMBDGOTSOldSHHEP___STDNGA_23,1.5,
TO,COMBDGAFSOldLILED___ESRELC_23,1.1,
TO,COMBDGWSTOldLIFLUT8HIGELC_23,1.1,
TO,COMBDGAEROldLIHAL100WSTDELC_23,1.1,
TO,COMBDGOFFNewSHHEP___STDNGA_23,1.2,
TO,COMBDGTAWOldLIINC100WSTDELC_23,1.1,
TO,COMBDGAFSOldWHHEP___HIGELC_23,1.5,
TO,COMBDGOTSOldLILED___ESRELC_23,1.1,
TO,COMBDGHLCOldSCWD___STDELC_23,1.1,
TO,COMBDGWSTOldSCWD___STDELC_23,1.1,
TO,COMBDGHLCNewLIINC100WSTDELC_23,1.2,
TO,COMBDGWSTOldWHSTHBCKSTDELC_23,1.1,
TO,COMBDGAFSOldLIHAL100WSTDELC_23,1.1,
TO,COMBDGOFFOldWHSYS___STDBMA_23,1.1,
TO,COMBDGRTTOldSHPLT500WSTDELC_23,1.1,
TO,COMBDGEDSOldLILED___STDELC_23,1.1,
TO,COMBDGOTSOldLIHAL100WSTDELC_23,1.1,
TO,COMBDGHLCOldSCWD___ESRELC_23,1.1,
TO,COMBDGWSTOldWHHEP___ESRELC_23,1.5,
TO,COMBDGWSTOldSCWD___ESRELC_23,1.1,
TO,COMBDGRTTNewLIINC100WSTDELC_23,1.2,
TO,COMBDGEDSOldSHPLT500WSTDELC_23,1.1,
TO,COMBDGWSTOldWHHEP___STDELC_23,1.5,
TO,COMBDGRTTOldSHFUR___STDKER_23,1.1,
TO,COMBDGRTTOldSHFUR___STDHFO_23,1.1,
TO,COMBDGRTTOldSHFUR___STDLFO_23,1.1,
TO,COMBDGEDSOldLILED___HIGELC_23,1.1,
TO,COMBDGRTTOldSHFUR___HIGHFO_23,1.1,
TO,COMBDGRTTOldSHFUR___HIGLFO_23,1.1,
TO,COMBDGOFFNewLILED___ESRELC_23,1.2,
TO,COMBDGHLCOldAE______STDPRO_23,1.1,
TO,COMBDGRTTOldLILED___STDELC_23,1.1,
TO,COMBDGEDSOldSHFUR___STDKER_23,1.1,
TO,COMBDGEDSOldSHFUR___STDHFO_23,1.1,
TO,COMBDGEDSOldSHFUR___STDLFO_23,1.1,
TO,COMBDGEDSOldSHFUR___HIGHFO_23,1.1,
TO,COMBDGEDSOldSHFUR___HIGLFO_23,1.1,
TO,COMBDGOFFOldAE______STDELC_23,1.1,
TO,COMBDGEDSNewSHFURLARSTDHH2_23,1.2,
TO,COMBDGEDSNewSHFURMEDSTDHH2_23,1.2,
TO,COMBDGHLCOldSCWA___STDELC_23,1.1,
TO,COMBDGWSTOldSHFUR___STDPRO_23,1.1,
TO,COMBDGEDSNewSHHEP___STDGEO_23,1.2,
TO,COMBDGWSTOldSCWA___STDELC_23,1.1,
TO,COMBDGWSTOldSHFUR___ESRPRO_23,1.1,
TO,COMBDGEDSNewSHFURSMASTDHH2_23,1.2,
TO,COMBDGHLCOldLIFLUT8HIGELC_23,1.1,
TO,COMBDGHLCOldSHFUR___STDPRO_23,1.1,
TO,COMBDGHLCOldSHFUR___ESRPRO_23,1.1,
TO,COMBDGWSTOldSHHEP___ESRELC_23,1.5,
TO,COMBDGRTTOldLILED___HIGELC_23,1.1,
TO,COMBDGWSTOldWHHEP___HIGELC_23,1.5,
TO,COMBDGWSTOldSHFUR___HIGPRO_23,1.1,
TO,COMBDGHLCOldSCWA___ESRELC_23,1.1,
TO,COMBDGHLCOldSCCE___STDELC_23,1.1,
TO,COMBDGWSTOldSCWA___ESRELC_23,1.1,
TO,COMBDGHLCOldSHFUR___HIGPRO_23,1.1,
TO,COMBDGHLCOldSHHEP___ESRELC_23,1.5,
TO,COMBDGHLCOldSCWD___HIGELC_23,1.1,
TO,COMBDGWSTOldSCCE___STDELC_23,1.1,
TO,COMBDGOFFNewLIHAL100WSTDELC_23,1.2,
TO,COMBDGWSTOldSCWD___HIGELC_23,1.1,
TO,COMBDGEDSNewSHHEP___ESRGEO_23,1.2,
TO,COMBDGEDSOldAE______STDPRO_23,1.1,
TO,COMBDGHLCNewSHFURLARSTDHH2_23,1.2,
TO,COMBDGHLCNewSHFURMEDSTDHH2_23,1.2,
TO,COMBDGEDSNewSHHEP___HIGGEO_23,1.2,
TO,COMBDGHLCOldSCCE___ESRELC_23,1.1,
TO,COMBDGHLCNewSHHEP___STDGEO_23,1.2,
TO,COMBDGHLCOldSCWA___HIGELC_23,1.1,
TO,COMBDGWSTOldSCCE___ESRELC_23,1.1,
TO,COMBDGWSTOldSCWA___HIGELC_23,1.1,
TO,COMBDGHLCNewSHFURSMASTDHH2_23,1.2,
TO,COMBDGWSTOldSHHEP___STDELC_23,1.5,
TO,COMBDGHLCOldSHHEP___STDELC_23,1.5,
TO,COMBDGRTTOldSCWD___STDELC_23,1.1,
TO,COMBDGHLCNewSHHEP___ESRGEO_23,1.2,
TO,COMBDGWSTOldSHHEP___HIGELC_23,1.5,
TO,COMBDGRTTNewSHHEP___STDGEO_23,1.2,
TO,COMBDGHLCNewSHHEP___HIGGEO_23,1.2,
TO,COMBDGHLCOldSCCE___HIGELC_23,1.1,
TO,COMBDGWSTOldSCCE___HIGELC_23,1.1,
TO,COMBDGHLCOldSHHEP___HIGELC_23,1.5,
TO,COMBDGRTTNewSHFURLARSTDHH2_23,1.2,
TO,COMBDGRTTNewSHFURMEDSTDHH2_23,1.2,
TO,COMBDGEDSOldSCWD___STDELC_23,1.1,
TO,COMBDGEDSOldLIFLUT8HIGELC_23,1.1,
TO,COMBDGAEROldLIINC100WSTDELC_23,1.1,
TO,COMBDGRTTNewSHFURSMASTDHH2_23,1.2,
TO,COMBDGOFFOldSHPLT1500WSTDELC_23,1.1,
TO,COMBDGRTTNewSHHEP___ESRGEO_23,1.2,
TO,COMBDGRTTOldSCWD___ESRELC_23,1.1,
TO,COMBDGRTTNewSHHEP___HIGGEO_23,1.2,
TO,COMBDGWSTOldSHHEP___STDNGA_23,1.5,
TO,COMBDGWSTOldLILED___ESRELC_23,1.1,
TO,COMBDGHLCOldSHHEP___STDNGA_23,1.5,
TO,COMBDGAFSOldLIINC100WSTDELC_23,1.1,
TO,COMBDGEDSOldSCWD___ESRELC_23,1.1,
TO,COMBDGRTTOldWHSTHBCKSTDELC_23,1.1,
TO,COMBDGOTSOldLIINC100WSTDELC_23,1.1,
TO,COMBDGOFFOldSHPLT1000WSTDELC_23,1.1,
TO,COMBDGRTTOldLIFLUT8HIGELC_23,1.1,
TO,COMBDGHLCOldWHSTHBCKSTDELC_23,1.1,
TO,COMBDGRTTOldSCWA___STDELC_23,1.1,
TO,COMBDGEDSOldWHSTHBCKSTDELC_23,1.1,
TO,COMBDGRTTOldSHFUR___STDPRO_23,1.1,
TO,COMBDGRTTOldSHFUR___ESRPRO_23,1.1,
TO,COMBDGWSTOldLIHAL100WSTDELC_23,1.1,
TO,COMBDGRTTOldWHHEP___ESRELC_23,1.5,
TO,COMBDGOFFOldSHFUR___STDELC_23,1.1,
TO,COMBDGTAWOldSHHEP___STDGEO_23,1.5,
TO,COMBDGRTTOldSHHEP___ESRELC_23,1.5,
TO,COMBDGRTTOldSCWA___ESRELC_23,1.1,
TO,COMBDGRTTOldSCCE___STDELC_23,1.1,
TO,COMBDGRTTOldSHFUR___HIGPRO_23,1.1,
TO,COMBDGRTTOldSCWD___HIGELC_23,1.1,
TO,COMBDGEDSOldSHFUR___STDPRO_23,1.1,
TO,COMBDGRTTOldWHHEP___STDELC_23,1.5,
TO,COMBDGEDSOldSCWA___STDELC_23,1.1,
TO,COMBDGEDSOldSHFUR___ESRPRO_23,1.1,
TO,COMBDGHLCOldWHHEP___ESRELC_23,1.5,
